education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,unit_of_wage,full_time_position,case_status,continent_asia,continent_europe,continent_north america,continent_oceania,continent_south america,region_of_employment_midwest,region_of_employment_northeast,region_of_employment_south,region_of_employment_west,request_ratio,readiness_score,high_investment_flag,expertise_level_Specialist,expertise_level_Standard
4,1,0,-0.9405840206582399,1999.0,90494.35,year,1,1,True,False,False,False,False,False,True,False,False,0.0008960573468673321,1,0,False,True
2,0,1,2.002814823511326,1989.0,24727.94,year,1,1,False,False,False,False,False,False,False,False,True,0.00013837000136455375,1,1,False,True
2,0,0,1.0300233399880885,2011.0,218315.56125000003,year,1,0,True,False,False,False,False,False,False,False,True,0.0002581977794324302,0,0,False,False
1,0,0,-0.9405840206582399,1932.5,88883.13,year,0,0,True,False,False,False,False,False,False,True,False,0.0031446540781614653,0,0,False,False
3,1,0,-0.9405840206582399,2004.0,31592.69,year,1,1,False,True,False,False,False,False,True,False,False,0.0006765899860104262,1,0,False,True
2,1,0,0.42018491859397067,1993.0,139487.13,year,1,1,False,False,False,False,False,False,False,True,False,0.0003519887362365404,1,0,False,True
3,1,0,-0.9405840206582399,2011.0,112882.96,year,1,1,True,False,False,False,False,False,True,False,False,0.0021551724091483353,1,0,False,True
2,1,0,2.002814823511326,2013.0,101283.16,year,0,1,True,False,False,False,False,False,False,False,False,0.00013837000136455375,1,0,False,True
1,1,0,0.9426241219114381,2013.0,170.9434,hour,1,0,True,False,False,False,False,False,True,False,False,0.0002708559045853586,1,0,False,True
2,0,1,0.9096130919092156,1968.0,33969.49,year,1,0,True,False,False,False,False,False,False,True,False,0.000275709953053292,1,1,False,True
3,0,0,1.3744644385539302,2004.0,105092.66,year,0,0,True,False,False,False,False,False,True,False,False,0.0002111932417716593,0,0,False,False
1,1,0,-0.9405840206582399,2002.0,149698.04,year,1,0,True,False,False,False,False,False,False,True,False,0.001483679523021247,1,0,False,True
1,0,0,2.002814823511326,1980.0,104498.49,year,1,0,True,False,False,False,False,True,False,False,False,0.00013837000136455375,0,0,False,False
1,0,1,1.775910494345102,1996.0,88596.58,year,1,0,False,True,False,False,False,False,False,True,False,0.00016265452176924942,1,1,False,True
3,1,0,-0.9405840206582399,1946.0,30491.96,year,1,1,False,False,False,False,False,False,False,True,False,0.0010741138549150227,1,0,False,True
2,0,0,-0.9405840206582399,2006.0,50428.01,year,1,1,True,False,False,False,False,False,True,False,False,0.000931966448339267,0,0,False,False
1,1,0,-0.9405840206582399,1986.0,110428.85,year,0,0,False,False,True,False,False,False,True,False,False,0.000631313130914575,1,0,False,True
2,0,0,-0.9405840206582399,1979.0,128639.0,year,1,0,True,False,False,False,False,False,False,False,True,0.011235954929933092,0,0,False,False
3,0,0,-0.41184018938815836,2012.0,62145.38,year,1,1,True,False,False,False,False,True,False,False,False,0.0004960317457856985,0,0,False,False
3,1,0,-0.9405840206582399,2009.0,131637.3,year,0,0,False,False,True,False,False,False,False,False,True,0.000925925925068587,1,0,False,True
3,0,0,-0.9405840206582399,2009.0,138971.08,year,1,0,True,False,False,False,False,False,True,False,False,0.0012091898413431803,0,0,False,False
2,1,0,-0.9405840206582399,2002.0,85026.61,year,1,0,True,False,False,False,False,True,False,False,False,0.000615006149683268,1,0,False,True
1,0,0,-0.13985179747135465,1932.5,672.6563,hour,1,0,True,False,False,False,False,False,True,False,False,0.0004474272928646858,0,0,False,False
3,0,1,1.0608093025625245,1986.0,452.1367,hour,1,1,True,False,False,False,False,False,True,False,False,0.00025380710653456675,1,1,False,True
2,1,0,0.7086289354438751,2002.0,46598.13,year,1,1,True,False,False,False,False,False,True,False,False,0.00030609121508843245,1,0,False,True
2,1,1,-0.9405840206582399,1994.0,63657.53,year,1,1,True,False,False,False,False,False,False,True,False,0.0006680026715644604,2,0,True,False
2,0,0,2.002814823511326,2007.0,105964.61,year,1,0,True,False,False,False,False,False,True,False,False,0.00013837000136455375,0,0,False,False
2,0,1,-0.9405840206582399,1934.0,902.5488,hour,1,0,False,False,True,False,False,False,True,False,False,0.003636363623140496,1,1,False,True
1,1,0,0.5396691666297255,2009.0,25331.66,year,1,0,False,True,False,False,False,False,True,False,False,0.00033266799722798804,1,0,False,True
1,1,0,-0.7463242040270716,1977.0,4157.85,year,1,0,True,False,False,False,False,False,False,False,True,0.0005571030637564885,1,0,False,True
4,0,0,-0.9405840206582399,1998.0,24531.05,year,1,1,False,True,False,False,False,False,True,False,False,0.0020120724305592104,0,0,False,False
3,1,0,1.3644310077055497,1998.0,66903.54,year,1,1,False,True,False,False,False,False,False,True,False,0.00021249468758765516,1,0,False,True
2,1,0,-0.9405840206582399,1982.0,76842.16,year,1,1,True,False,False,False,False,False,True,False,False,0.0014164305928945741,1,0,False,True
2,1,0,2.002814823511326,1948.0,80358.97,year,1,1,True,False,False,False,False,False,True,False,False,0.00013837000136455375,1,0,False,True
3,1,0,1.9381553420711493,1987.0,34120.23,year,1,1,False,False,True,False,False,True,False,False,False,0.00014505366983680684,1,0,False,True
3,1,0,0.3918341146660884,1987.0,33453.45,year,0,1,False,False,True,False,False,False,False,True,False,0.0003566333807572634,1,0,False,True
2,1,0,0.852152957735896,1949.0,122565.13,year,1,1,True,False,False,False,False,False,True,False,False,0.0002842524160647378,1,0,False,True
2,1,1,-0.6466666389621698,1998.0,88424.47,year,1,1,True,False,False,False,False,False,False,False,True,0.0005387931031579778,2,0,True,False
3,1,0,0.6841484822065399,2005.0,98910.4,year,0,1,True,False,False,False,False,False,True,False,False,0.00030988534232727447,1,0,False,True
1,1,0,-0.30538492846449994,1983.0,116878.7,year,1,0,False,True,False,False,False,False,True,False,False,0.00047687172127950804,1,0,False,True
2,0,0,-0.0625324903153291,2008.0,22317.89,year,1,1,True,False,False,False,False,False,True,False,False,0.0004338394792044081,0,0,False,False
4,1,0,-0.9405840206582399,1993.0,66947.84,year,1,1,False,True,False,False,False,False,False,True,False,0.0149253729115616,1,0,False,True
4,0,0,1.4483843650849333,2012.0,1720.8,year,1,1,False,True,False,False,False,False,True,False,False,0.0002017349202740095,0,0,False,False
2,1,0,-0.9405840206582399,1978.0,133296.11,year,1,1,False,False,True,False,False,False,True,False,False,0.0010649627251704337,1,0,False,True
1,0,0,-0.9405840206582399,1932.5,36180.2,year,1,0,True,False,False,False,False,False,True,False,False,0.0028409090828383264,0,0,False,False
4,0,0,-0.9405840206582399,1999.0,20289.88,year,1,1,False,False,False,False,True,False,True,False,False,0.0017094017064796553,0,0,False,False
2,1,0,-0.9405840206582399,2000.0,172960.48,year,1,1,True,False,False,False,False,False,False,True,False,0.0022123893756363067,1,0,False,True
3,1,0,-0.9405840206582399,2009.0,318.5846,hour,1,1,True,False,False,False,False,False,True,False,False,0.0032786885138403657,1,0,False,True
2,0,0,-0.9405840206582399,2002.0,10293.93,year,1,1,False,True,False,False,False,False,True,False,False,0.001658374789952944,0,0,False,False
1,0,0,-0.9405840206582399,1998.0,115234.27,year,1,0,True,False,False,False,False,False,True,False,False,0.0040650406338819485,0,0,False,False
2,1,0,-0.9405840206582399,2001.0,109644.77,year,1,1,True,False,False,False,False,False,True,False,False,0.020833332899305567,1,0,False,True
3,1,0,2.002814823511326,2005.0,100102.05,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,0,1,0.6760888138558677,2005.0,80353.71,year,1,1,True,False,False,False,False,False,True,False,False,0.0003111387677936718,1,1,False,True
4,1,0,0.07672377454660154,1932.5,131858.18,year,1,1,True,False,False,False,False,False,False,False,True,0.00040966816861545756,1,0,False,True
4,0,0,-0.9405840206582399,1993.0,59372.31,year,1,1,False,True,False,False,False,False,False,True,False,0.002967359041639884,0,0,False,False
3,1,0,-0.9405840206582399,2002.0,66576.59,year,1,1,False,True,False,False,False,False,True,False,False,0.0039525691543376715,1,0,False,True
3,1,0,0.9634823093845684,2009.0,64232.12,year,1,1,True,False,False,False,False,False,False,True,False,0.000267809319692606,1,0,False,True
2,1,0,0.9254696100388047,1982.0,94773.42,year,1,1,True,False,False,False,False,False,False,False,True,0.00027337342802805537,1,0,False,True
2,1,1,1.195567904534254,1932.5,85796.96,year,1,1,False,True,False,False,False,False,False,True,False,0.00023501762626674085,2,0,True,False
4,1,0,1.700019243656529,1934.0,27108.6,year,1,1,True,False,False,False,False,False,False,False,True,0.0001712915381686722,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,135673.41,year,1,1,True,False,False,False,False,True,False,False,False,0.0008920606593291162,1,0,False,True
2,1,0,2.002814823511326,2000.0,52726.73,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
1,1,0,-0.15238501900468124,2003.0,91794.48,year,1,0,False,True,False,False,False,False,True,False,False,0.0004496402875676078,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,80035.75,year,1,0,False,False,False,False,True,False,True,False,False,0.0006993006988116778,1,0,False,True
2,1,0,-0.9405840206582399,2000.0,11289.91,year,1,1,True,False,False,False,False,False,False,True,False,0.0011223344544081543,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,17346.51,year,1,1,True,False,False,False,False,False,False,True,False,0.000649350648928993,1,0,False,True
3,1,0,0.9979357904580851,1999.0,101787.17,year,1,1,True,False,False,False,False,True,False,False,False,0.0002628120892870402,1,0,False,True
3,0,0,-0.9405840206582399,2010.0,8012.28,year,1,1,True,False,False,False,False,False,False,False,True,0.0006635700061953749,0,0,False,False
2,1,0,-0.9405840206582399,1999.0,127490.32,year,1,1,False,True,False,False,False,False,False,False,True,0.0006644518268010286,1,0,False,True
4,0,0,-0.9405840206582399,2001.0,139482.71,year,1,1,True,False,False,False,False,False,False,False,True,0.0009124087582915978,0,0,False,False
4,1,0,-0.9405840206582399,1992.0,74142.44,year,1,1,True,False,False,False,False,False,False,True,False,0.0011337868467870898,1,0,False,True
2,1,0,-0.9405840206582399,2000.0,47177.01,year,1,0,True,False,False,False,False,False,False,False,True,0.0007097232074451929,1,0,False,True
3,0,0,-0.9405840206582399,2004.0,74645.92,year,1,1,False,False,False,False,False,False,True,False,False,0.003311258267181264,0,0,False,False
3,0,0,-0.9405840206582399,2010.0,95367.11,year,0,1,True,False,False,False,False,False,False,False,True,0.024999999375000016,0,0,False,False
3,1,0,2.002814823511326,2009.0,129065.47,year,1,1,False,False,False,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
1,1,0,-0.9405840206582399,2009.0,120946.47,year,1,0,True,False,False,False,False,True,False,False,False,0.0029325513110482365,1,0,False,True
3,0,0,-0.9405840206582399,1932.5,140459.02,year,0,0,True,False,False,False,False,False,True,False,False,0.0023201856094659267,0,0,False,False
4,1,0,0.1321746652741416,2002.0,119858.41,year,1,1,True,False,False,False,False,False,False,False,True,0.0004001600638654822,1,0,False,True
2,1,0,-0.9405840206582399,1998.0,120655.09,year,1,1,True,False,False,False,False,True,False,False,False,0.00215053762978379,1,0,False,True
2,1,0,-0.9405840206582399,2012.0,61540.57,year,1,0,False,False,False,False,False,True,False,False,False,0.0006435006430865503,1,0,False,True
1,0,0,2.002814823511326,2009.0,556.5592,hour,1,0,False,False,True,False,False,False,False,True,False,0.00013837000136455375,0,0,False,False
2,1,0,0.9208875215554898,2011.0,92677.17,year,1,1,True,False,False,False,False,False,False,False,True,0.00027404768422196557,1,0,False,True
4,1,0,1.5863249588537311,2004.0,30092.42,year,1,1,True,False,False,False,False,False,False,True,False,0.00018470631692192347,1,0,False,True
3,0,0,-0.9405840206582399,1995.0,27174.9,week,1,0,True,False,False,False,False,False,True,False,False,0.009090909008264463,0,0,False,False
2,0,0,1.2223062323989276,1979.0,55320.21,year,1,1,True,False,False,False,False,False,True,False,False,0.00023137436366696567,0,0,False,False
3,1,0,-0.9405840206582399,2009.0,70594.59,year,0,1,True,False,False,False,False,False,True,False,False,0.0026178010402675366,1,0,False,True
2,0,0,0.7861761155685597,1932.5,88436.0,year,0,0,False,False,True,False,False,False,False,False,True,0.0002942041776127672,0,0,False,False
2,1,0,2.002814823511326,2008.0,29671.51,year,1,1,True,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
3,1,0,0.5348163175628325,1932.5,14654.53,year,1,1,False,True,False,False,False,False,False,False,True,0.00033344448138264605,1,0,False,True
4,1,0,-0.8099327027437517,1932.5,104140.23,year,1,1,False,True,False,False,False,False,False,False,True,0.0005688282135558429,1,0,False,True
3,1,1,0.7438875239804611,1986.0,78458.07,year,1,1,False,True,False,False,False,False,False,False,True,0.0003006614551110459,2,0,True,False
2,0,0,-0.9405840206582399,2010.0,36390.96,year,1,1,True,False,False,False,False,False,False,True,False,0.0006215040393899912,0,0,False,False
1,1,0,2.002814823511326,1996.0,1925.98,year,1,0,False,True,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
1,1,0,-0.16387290914146888,1998.0,24330.86,year,1,0,True,False,False,False,False,False,False,False,True,0.0004516711831744936,1,0,False,True
2,1,0,-0.9405840206582399,2005.0,46541.22,year,1,1,True,False,False,False,False,False,True,False,False,0.0006963788295986219,1,0,False,True
3,1,0,1.3637356829262854,1998.0,72225.79,year,1,1,False,False,False,False,False,False,True,False,False,0.00021258503396841304,1,0,False,True
3,1,1,-0.9405840206582399,1932.5,102876.51,year,1,1,True,False,False,False,False,False,True,False,False,0.0017006802692165301,2,0,True,False
1,1,0,2.002814823511326,1943.0,40058.99,year,1,0,False,False,True,False,False,False,True,False,False,0.00013837000136455375,1,0,False,True
3,1,0,2.002814823511326,1986.0,32409.37,year,1,1,False,False,True,False,False,False,True,False,False,0.00013837000136455375,1,0,False,True
3,0,0,-0.9405840206582399,1983.0,74587.02,year,1,1,True,False,False,False,False,False,True,False,False,0.0007204610945818003,0,0,False,False
3,1,1,-0.9405840206582399,1932.5,55948.82,year,1,1,True,False,False,False,False,False,False,True,False,0.006211180085644845,2,0,True,False
3,1,0,-0.9405840206582399,2000.0,115380.88,year,1,1,True,False,False,False,False,False,True,False,False,0.000990099008920694,1,0,False,True
1,1,0,-0.9405840206582399,2012.0,976.1508,hour,1,0,True,False,False,False,False,False,False,True,False,0.0018903591646685083,1,0,False,True
3,1,0,-0.9405840206582399,1998.0,40336.45,year,1,1,False,False,True,False,False,False,False,True,False,0.0006527415139342418,1,0,False,True
2,1,0,-0.005598201710827453,1989.0,47843.13,year,1,1,True,False,False,False,False,False,False,True,False,0.00042390843559817366,1,0,False,True
4,0,0,1.5834893529073064,1995.0,48737.46,year,1,0,True,False,False,False,False,False,False,False,True,0.00018504811247500958,0,0,False,False
2,0,1,-0.9405840206582399,2006.0,122769.34,year,1,1,True,False,False,False,False,False,False,True,False,0.0007127583744028806,1,1,False,True
3,0,0,2.002814823511326,2010.0,26560.21,year,1,1,False,True,False,False,False,False,False,True,False,0.00013837000136455375,0,0,False,False
3,0,0,-0.9405840206582399,2005.0,134699.98,year,1,1,True,False,False,False,False,True,False,False,False,0.0011668611421623558,0,0,False,False
2,1,0,0.44422413790982573,1932.5,363.574,hour,1,0,True,False,False,False,False,False,False,True,False,0.0003480682212502373,1,0,False,True
2,0,0,0.5102760587479263,2004.0,100458.31,year,1,0,True,False,False,False,False,False,False,True,False,0.0003373819162154582,0,0,False,False
2,0,0,-0.023278930323733016,1979.0,419.1758,hour,1,0,False,False,True,False,False,False,False,True,False,0.00042698548231127865,0,0,False,False
1,0,1,2.002814823511326,1932.5,53026.38,year,1,0,True,False,False,False,False,True,False,False,False,0.00013837000136455375,1,1,False,True
2,1,0,-0.7228961736319702,1966.0,22289.36,year,1,0,True,False,False,False,False,True,False,False,False,0.0005527915972621384,1,0,False,True
2,1,0,-0.9405840206582399,1999.0,154341.52,year,1,1,True,False,False,False,False,False,False,False,True,0.0007604562731859648,1,0,False,True
1,0,0,2.002814823511326,1993.0,53678.91,year,1,0,True,False,False,False,False,False,False,True,False,0.00013837000136455375,0,0,False,False
3,1,0,0.04416795169879645,2001.0,88841.05,year,1,1,True,False,False,False,False,True,False,False,False,0.00041528239185411865,1,0,False,True
2,0,0,0.26266168131129747,1995.0,59065.19,year,1,1,False,False,False,False,True,False,False,True,False,0.0003780718335054549,0,0,False,False
3,0,0,0.9688856897595061,1968.0,140657.03,year,0,0,False,False,True,False,False,False,True,False,False,0.0002670226968579379,0,0,False,False
1,1,0,1.0987394712674217,1932.5,79377.75,year,1,0,True,False,False,False,False,True,False,False,False,0.0002484472049072181,1,0,False,True
2,1,0,2.002814823511326,1971.0,44383.94,year,1,1,True,False,False,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
3,1,0,-0.9405840206582399,2001.0,100354.27,year,0,1,False,True,False,False,False,False,False,True,False,0.0009551098367190927,1,0,False,True
2,1,1,2.002814823511326,1986.0,47374.11,year,1,1,False,True,False,False,False,False,True,False,False,0.00013837000136455375,2,0,True,False
2,1,0,1.5039285645049427,1996.0,72191.79,year,1,1,True,False,False,False,False,False,False,True,False,0.00019477989867651345,1,0,False,True
3,1,0,1.0003249535510068,2010.0,212271.15,month,1,1,True,False,False,False,False,False,False,True,False,0.00026246719153216085,1,0,False,True
3,0,0,-0.27897192199361426,2005.0,165018.35,year,0,0,True,False,False,False,False,False,False,True,False,0.00047214353141069714,0,0,False,False
3,1,1,-0.9405840206582399,1986.0,29235.09,year,1,1,False,False,True,False,False,False,False,False,True,0.02941176384083048,2,0,True,False
2,1,0,2.002814823511326,2007.0,141526.86,year,1,0,True,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
4,0,0,-0.9405840206582399,1932.5,28707.16,year,1,1,False,True,False,False,False,True,False,False,False,0.002008032124481863,0,0,False,False
3,0,0,-0.39558913465899287,2004.0,698.7177,hour,1,0,True,False,False,False,False,False,True,False,False,0.0004930966466996564,0,0,False,False
4,1,1,-0.579999445988877,1977.0,77760.86,year,1,0,False,True,False,False,False,False,True,False,False,0.0005265929433772549,2,0,True,False
2,0,0,-0.8382315718898884,1950.0,153.0232,hour,1,0,True,False,False,False,False,False,True,False,False,0.0005740528125292464,0,0,False,False
3,0,0,-0.9405840206582399,2012.0,91504.56,year,1,0,True,False,False,False,False,False,False,True,False,0.0006002400956781271,0,0,False,False
4,1,0,-0.9405840206582399,1994.0,26799.46,year,1,1,False,True,False,False,False,False,True,False,False,0.0012738853486956875,1,0,False,True
4,1,0,-0.9149343562708289,1997.0,39102.35,year,1,1,False,False,True,False,False,False,False,False,True,0.0005882352937716263,1,0,False,True
3,1,0,-0.9405840206582399,2006.0,113839.8,year,1,1,False,False,True,False,False,True,False,False,False,0.022222221728395074,1,0,False,True
4,1,0,2.002814823511326,1932.5,27399.91,year,1,1,False,True,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
3,1,0,-0.00456495084473476,1995.0,137052.84,year,1,1,True,False,False,False,False,True,False,False,False,0.000423728813379776,1,0,False,True
2,1,0,-0.6106567045905948,1991.0,38545.56,year,1,0,True,False,False,False,False,False,False,True,False,0.0005321979773644502,1,0,False,True
3,0,0,1.2484311843181806,2006.0,153949.11,year,0,0,True,False,False,False,False,False,False,True,False,0.00022784233305357885,0,0,False,False
3,1,0,2.002814823511326,1985.0,53314.5,month,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,-0.3741877670091255,1984.0,218315.56125000003,year,1,1,True,False,False,False,False,False,False,False,True,0.000489236790367301,1,0,False,True
2,0,0,1.1619703795777003,2006.0,97934.49,year,1,1,True,False,False,False,False,False,False,False,True,0.00023963575359701992,0,0,False,False
2,1,0,-0.9405840206582399,1932.5,56.1953,hour,1,0,False,False,True,False,False,False,False,True,False,0.041666664930555625,1,0,False,True
3,0,0,0.40952873568424686,1987.0,218315.56125000003,year,1,1,True,False,False,False,False,True,False,False,False,0.00035373187111647266,0,0,False,False
2,1,0,-0.9405840206582399,1997.0,431.4548,hour,1,0,True,False,False,False,False,False,False,True,False,0.001937984492368247,1,0,False,True
2,1,0,-0.9405840206582399,1981.0,90127.91,year,1,1,True,False,False,False,False,False,True,False,False,0.0013089005218469888,1,0,False,True
3,1,0,2.002814823511326,1998.0,87348.37,year,1,1,False,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,0,1,-0.9405840206582399,1993.0,142311.74,year,1,0,True,False,False,False,False,False,False,True,False,0.0019267822698905929,1,1,False,True
2,0,1,2.002814823511326,2016.0,117973.61,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,1,False,True
3,1,1,2.002814823511326,1932.5,29237.53,year,1,1,False,True,False,False,False,True,False,False,False,0.00013837000136455375,2,0,True,False
2,0,0,0.41562847794416563,2009.0,109182.95,year,1,1,True,False,False,False,False,True,False,False,False,0.0003527336859425984,0,0,False,False
2,1,0,-0.5845600325477142,1932.5,41444.76,year,1,1,True,False,False,False,False,False,False,True,False,0.0005274261600593744,1,0,False,True
1,1,0,-0.9405840206582399,2010.0,85224.78,year,1,0,True,False,False,False,False,True,False,False,False,0.0012269938635251609,1,0,False,True
3,1,0,-0.9405840206582399,2000.0,47935.35,year,1,1,False,True,False,False,False,False,True,False,False,0.0014492753602184415,1,0,False,True
3,0,1,-0.4104792941964277,2013.0,268.8063,hour,1,1,True,False,False,False,False,False,False,False,True,0.0004957858202797293,1,1,False,True
3,1,0,-0.8435927811871706,1948.0,22018.67,year,1,1,False,False,True,False,False,True,False,False,False,0.000575043127903943,1,0,False,True
2,1,0,-0.9405840206582399,1984.0,74411.63,year,1,1,True,False,False,False,False,True,False,False,False,0.0011428571415510204,1,0,False,True
3,1,0,-0.3902104532657032,2010.0,66291.23,year,1,1,True,False,False,False,False,False,True,False,False,0.0004921259840097805,1,0,False,True
3,0,0,1.5885879928407602,1932.5,88903.89,year,1,1,True,False,False,False,False,True,False,False,False,0.00018443378823599523,0,0,False,False
2,0,0,-0.9405840206582399,1979.0,96794.14,year,1,0,False,False,True,False,False,False,True,False,False,0.0005934718097368119,0,0,False,False
3,1,0,2.002814823511326,1932.5,78306.07,year,1,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,2.002814823511326,1932.5,63131.99,year,0,1,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,1.2622237871114481,2005.0,157326.55,year,1,1,True,False,False,False,False,False,False,True,False,0.00022598870051390084,1,0,False,True
1,1,0,1.2694359363341543,1995.0,81.5533,hour,1,0,True,False,False,False,False,True,False,False,False,0.00022502250219958987,1,0,False,True
1,0,0,-0.9405840206582399,2000.0,112799.79,year,1,0,False,True,False,False,False,False,False,True,False,0.0027624309315954945,0,0,False,False
3,1,0,-0.9405840206582399,1932.5,46635.25,year,1,1,True,False,False,False,False,False,False,True,False,0.000931966448339267,1,0,False,True
2,0,0,-0.9405840206582399,1974.0,22849.73,year,1,0,True,False,False,False,False,False,True,False,False,0.00265957446101177,0,0,False,False
2,0,0,-0.9405840206582399,1932.5,423.9806,hour,1,0,True,False,False,False,False,False,False,True,False,0.0008467400500874342,0,0,False,False
4,0,1,-0.3821779648543112,2006.0,24410.39,year,1,0,False,True,False,False,False,False,False,False,True,0.0004906771342047708,1,1,False,True
4,0,0,-0.9405840206582399,1998.0,157505.99,year,1,1,True,False,False,False,False,True,False,False,False,0.0009199632006256088,0,0,False,False
2,0,0,0.6717275912582311,1986.0,116472.15,year,1,1,True,False,False,False,False,False,False,False,True,0.00031181789825013474,0,0,False,False
1,0,1,-0.9405840206582399,1932.5,54550.29,year,1,0,True,False,False,False,False,False,False,True,False,0.0013513513495252009,1,1,False,True
2,1,0,-0.44765577894855174,2006.0,112535.04,year,1,1,True,False,False,False,False,False,False,False,True,0.0005025125625615515,1,0,False,True
2,1,0,1.4621421060068898,2008.0,9595.6,year,1,1,False,True,False,False,False,False,True,False,False,0.00019999999996,1,0,False,True
2,1,0,0.3202463270582517,1997.0,1174.1,year,1,0,True,False,False,False,False,False,False,False,True,0.0003684598377419087,1,0,False,True
3,0,0,1.9495299508422506,1932.5,122257.96,year,1,1,False,False,False,False,True,True,False,False,False,0.00014386419218186388,0,0,False,False
2,0,0,0.6382103050634813,2001.0,300.0063,hour,1,0,True,False,False,False,False,False,False,False,True,0.0003170577044016938,0,0,False,False
2,0,0,-0.5058883095336942,1932.5,26833.19,week,1,0,True,False,False,False,False,False,True,False,False,0.0005130836323688642,0,0,False,False
1,1,0,-0.9405840206582399,1945.0,18516.78,year,1,0,True,False,False,False,False,False,False,False,True,0.0006518904819739957,1,0,False,True
2,1,1,2.002814823511326,1948.0,47992.0,year,1,1,True,False,False,False,False,False,False,False,True,0.00013837000136455375,2,0,True,False
1,1,1,1.1217811271215499,1932.5,39544.25,year,1,0,False,True,False,False,False,True,False,False,False,0.00024521824417723926,2,0,True,False
2,1,0,-0.9405840206582399,2006.0,58403.86,year,1,1,True,False,False,False,False,True,False,False,False,0.000692041522012428,1,0,False,True
2,0,0,-0.9405840206582399,2006.0,72808.08,year,0,0,True,False,False,False,False,False,False,False,True,0.0009569377981273322,0,0,False,False
1,1,0,-0.9405840206582399,1997.0,549.5585,hour,1,0,True,False,False,False,False,False,True,False,False,0.0018083182607444516,1,0,False,True
3,1,0,0.05905933461318552,1993.0,176975.96,year,1,1,False,False,False,False,True,False,False,True,False,0.000412711514480928,1,0,False,True
2,1,0,2.002814823511326,1999.0,50395.56,year,1,0,True,False,False,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
3,1,0,0.062018840160535535,1970.0,2128.47,year,0,1,False,False,True,False,False,False,True,False,False,0.0004122011539933219,1,0,False,True
3,1,0,-0.9405840206582399,2011.0,63858.11,year,0,1,True,False,False,False,False,True,False,False,False,0.0023201856094659267,1,0,False,True
4,0,0,-0.9405840206582399,1932.5,41794.8,year,1,1,False,True,False,False,False,False,True,False,False,0.002336448592671849,0,0,False,False
3,0,0,0.08061926005050252,2005.0,111414.5,year,1,1,True,False,False,False,False,True,False,False,False,0.0004089979548429456,0,0,False,False
2,1,0,-0.9405840206582399,2010.0,197.25,year,1,1,False,True,False,False,False,False,True,False,False,0.001039501038420477,1,0,False,True
3,1,0,1.41271229566082,1947.0,70271.25,year,1,1,False,True,False,False,False,True,False,False,False,0.00020627062702015868,1,0,False,True
4,1,0,2.002814823511326,1932.5,95242.63,year,1,1,False,True,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,1,0,0.0845039710256685,1963.0,101396.95,year,1,1,True,False,False,False,False,False,False,True,False,0.0004083299304171785,1,0,False,True
1,0,0,-0.9405840206582399,1994.0,140567.55,year,1,0,True,False,False,False,False,False,True,False,False,0.008474576199367999,0,0,False,False
1,1,0,0.590550700987192,2000.0,107725.69,year,1,0,True,False,False,False,False,False,True,False,False,0.00032456994471776374,1,0,False,True
1,0,0,1.06126275112206,1999.0,23722.89,year,1,0,True,False,False,False,False,False,True,False,False,0.0002537427048328489,0,0,False,False
2,1,0,0.6011497299916038,1984.0,20825.5,year,1,1,True,False,False,False,False,False,False,False,True,0.00032289312227223345,1,0,False,True
2,1,0,-0.9405840206582399,2011.0,16381.83,year,1,1,False,False,True,False,False,False,True,False,False,0.0007320644211331885,1,0,False,True
2,0,0,-0.045426019802672475,1935.0,43096.83,year,1,1,False,True,False,False,False,False,False,True,False,0.0004308487718953689,0,0,False,False
2,1,0,-0.0433019657223246,2007.0,45352.22,year,1,0,True,False,False,False,False,False,False,False,True,0.0004304778302064237,1,0,False,True
1,1,0,-0.9405840206582399,1932.5,73652.88,year,1,0,False,False,True,False,False,False,False,True,False,0.0010905125397050028,1,0,False,True
4,1,1,-0.4672935151202209,1932.5,80995.69,year,1,1,False,True,False,False,False,False,False,False,True,0.0005060728742378173,2,0,True,False
2,0,0,-0.9405840206582399,2000.0,111427.41,year,1,0,False,True,False,False,False,False,True,False,False,0.0006925207751436836,0,0,False,False
